Geneid,RNA-seq_Gametocyte_WT_1,RNA-seq_Gametocyte_WT_2,RNA-seq_Gametocyte_WT_3,RNA-seq_gSNF2_KO_1,RNA-seq_gSNF2_KO_2,RNA-seq_gSNF2_KO_3
PBANKA_1138100,901,926,305,196,586,155
PBANKA_1138200,23773,17097,4487,6187,9730,3000
PBANKA_1138300,1617,878,250,269,657,191
PBANKA_1138400,12259,5707,348,1476,4349,1566
PBANKA_1138500,408,170,52,42,203,44
PBANKA_1138600,21252,15985,4278,2741,9476,2671
PBANKA_1138700,2455,913,68,226,726,351
PBANKA_1138800,3138,799,258,248,635,114
PBANKA_1138900,45461,17001,4460,4280,15077,2820
PBANKA_1139000,1280,517,149,53,158,39
PBANKA_1139100,1237,574,177,149,445,87
PBANKA_1139200,506,185,117,70,253,37
PBANKA_1139300,204,126,69,35,109,24
PBANKA_1139400,1126,225,98,94,336,74
PBANKA_1139500,2078,832,279,191,727,157
PBANKA_1139600,26,4,5,9,20,9
PBANKA_1139700,699,400,108,78,326,57
PBANKA_1139800,5400,1974,615,329,854,167
PBANKA_1139900,979,488,188,107,391,51
PBANKA_1140000,1204,524,188,169,462,98
PBANKA_1140100,5336,1907,343,639,1649,381
PBANKA_1140200,3393,1268,283,268,753,211
PBANKA_1140300,7763,3611,404,527,1533,407
PBANKA_1140400,598,228,88,70,282,53
PBANKA_1140500,1847,750,222,144,667,97
PBANKA_1140600,2043,1440,399,410,979,397
PBANKA_1140700,156,148,51,54,90,55
PBANKA_1140800,165,153,59,18,92,14
PBANKA_1140900,2437,2422,875,1367,2499,623
PBANKA_1141000,342,166,148,105,1297,54
PBANKA_1141100,544,131,68,55,237,35
PBANKA_1141200,132,30,13,25,83,18
PBANKA_1141300,358,150,67,27,122,25
PBANKA_1141400,4114,2631,803,935,1873,669
PBANKA_1141500,3926,2518,1021,867,1954,454
PBANKA_1141600,1531,671,238,189,661,116
PBANKA_1141700,7900,5268,1884,1609,4579,989
PBANKA_1141800,242,81,27,8,41,1
PBANKA_1141900,632,393,116,42,124,28
PBANKA_1142000,597,540,137,121,536,95
PBANKA_1142100,3271,862,290,398,1158,366
PBANKA_1142300,1497,565,233,144,477,123
PBANKA_1142400,3900,2609,1304,1426,4433,1177
PBANKA_1142500,1409,632,201,151,484,122
PBANKA_1142600,610,269,111,102,287,89
PBANKA_1142700,2542,2251,623,586,1661,242
PBANKA_1142800,7505,3548,935,1236,2717,791
PBANKA_1142900,2535,2162,800,595,2836,294
PBANKA_1143000,1973,1129,330,739,883,355
PBANKA_1143100,1746,764,257,98,472,32
PBANKA_1143200,466,191,78,52,160,36
PBANKA_1143300,1230,577,214,115,349,66
PBANKA_1143400,13809,7202,2249,1789,5400,1005
PBANKA_1143500,718,461,190,94,458,40
PBANKA_1143600,4206,1567,381,385,1143,377
PBANKA_1143700,3621,1602,227,438,1311,548
PBANKA_1143800,10819,7256,2658,2162,5722,1409
PBANKA_1143900,265,229,237,177,651,99
PBANKA_1144000,2584,1869,647,1032,1828,678
PBANKA_1144100,1386,592,223,179,440,88
PBANKA_1144200,931,595,185,104,614,87
PBANKA_1144300,948,491,202,77,442,81
PBANKA_1144400,1016,351,121,115,333,71
PBANKA_1144500,476,243,87,44,301,48
PBANKA_1144600,1174,1015,657,440,1983,192
PBANKA_1144700,2469,735,153,231,1076,268
PBANKA_1144800,4060,2217,672,433,1490,179
PBANKA_1144900,679,286,111,85,218,64
PBANKA_1145000,557,245,75,73,236,42
PBANKA_1145100,4367,1332,333,398,1181,312
PBANKA_1145200,13928,8203,2267,1537,5550,1098
PBANKA_1145300,1881,598,169,191,568,248
PBANKA_1145400,1233,625,234,227,396,81
PBANKA_1145500,1699,509,231,159,511,121
PBANKA_1145600,556,190,59,40,129,36
PBANKA_1145700,1900,966,362,181,397,98
PBANKA_1145721,13,39,12,45,24,29
PBANKA_1145731,8,10,18,27,19,15
PBANKA_1145741,27,38,30,47,61,11
PBANKA_1145751,7,29,12,15,23,5
PBANKA_1145761,13,6,3,13,15,9
PBANKA_1145800,6206,7373,3984,4756,13721,1668
PBANKA_1145900,2850,2098,634,1049,1785,288
PBANKA_1146000,1315,413,149,98,267,41
PBANKA_1146100,31,32,7,2,5,1
PBANKA_1146200,215,105,26,19,24,2
PBANKA_1146241,31,20,6,4,18,3
PBANKA_1146261,683,556,126,285,431,6
PBANKA_1146400,46,28,6,6,23,3
PBANKA_1146600,166,133,34,26,46,3
PBANKA_1146700,555,308,80,78,145,14
PBANKA_1146721,278,130,34,52,175,7
PBANKA_1146741,7,0,0,0,1,0
PBANKA_1146761,362,92,50,157,176,5
PBANKA_1146781,5,3,0,2,1,0
PBANKA_1200011,0,0,0,0,0,0
PBANKA_1200021,0,0,0,0,0,0
PBANKA_1200031,3,1,0,0,0,0
PBANKA_1200041,0,0,0,0,0,0
PBANKA_1200051,2,0,0,0,2,0
PBANKA_1200061,16,8,0,9,3,5
PBANKA_1200071,4,3,0,0,0,0
PBANKA_1200081,0,1,0,1,2,0
PBANKA_1200091,119,20,6,3,22,2
PBANKA_1200096,464,197,62,6,28,6
PBANKA_1200300,94,27,8,3,19,0
PBANKA_1200400,1000,711,171,320,530,18
PBANKA_1200500,8,8,0,3,7,2
PBANKA_1200600,4586,1240,48,433,1177,184
PBANKA_1200700,235,293,65,113,186,83
PBANKA_1200800,7992,6819,1694,2922,3825,1704
PBANKA_1200900,747,305,91,80,213,60
PBANKA_1201000,564,207,90,56,200,39
PBANKA_1201100,1684,506,149,135,488,121
PBANKA_1201200,8295,1750,53,336,3174,390
PBANKA_1201300,989,880,321,186,1002,89
PBANKA_1201400,2028,784,296,113,685,88
PBANKA_1201500,1121,867,259,425,612,269
PBANKA_1201600,1224,659,212,95,735,44
PBANKA_1201700,790,772,195,124,640,71
PBANKA_1201800,40926,18593,3100,3992,13737,2922
PBANKA_1201900,4626,3159,993,1371,4234,642
PBANKA_1202000,32054,28796,7520,7234,17075,3936
PBANKA_1202100,5754,1879,521,516,1768,461
PBANKA_1202200,10600,5073,823,1014,2387,929
PBANKA_1202300,2287,1258,393,256,1183,108
PBANKA_1202400,6423,6205,2691,2350,6948,1524
PBANKA_1202500,2683,1127,263,410,1178,413
PBANKA_1202600,89088,48091,9384,16817,30000,13306
PBANKA_1202700,35968,16105,2483,5823,11313,4826
PBANKA_1202800,1645,749,275,255,836,255
PBANKA_1202900,58,31,12,16,29,9
PBANKA_1203000,92,44,26,21,83,28
PBANKA_1203100,48,45,19,25,45,9
PBANKA_1203200,169,66,25,43,58,34
PBANKA_1203300,307,87,33,42,126,48
PBANKA_1203400,847,499,206,229,809,114
PBANKA_1203450,175,179,81,58,323,34
PBANKA_1203500,1393,604,217,57,160,24
PBANKA_1203600,101,38,20,10,17,3
PBANKA_1203700,14307,6521,1409,1641,4681,1785
PBANKA_1203800,3298,42212,28063,649,3271,1076
PBANKA_1203900,757,250,148,168,458,105
PBANKA_1204000,120,37,34,29,70,21
PBANKA_1204100,5229,3277,816,852,2167,554
PBANKA_1204200,23507,30249,8621,3947,7450,1673
PBANKA_1204300,2828,2299,813,387,1969,215
PBANKA_1204400,4731,2438,759,1419,1463,774
PBANKA_1204500,9511,9407,1878,3011,8789,1222
PBANKA_1204600,665,274,80,95,294,74
PBANKA_1204700,168,50,24,24,76,21
PBANKA_1204800,810,521,202,107,434,105
PBANKA_1204900,1089,606,196,129,555,143
PBANKA_1205000,4880,2847,849,987,1766,731
PBANKA_1205100,27127,26219,6463,8297,18027,3765
PBANKA_1205200,11452,10815,3778,2587,9691,983
PBANKA_1205300,4884,5178,2857,1368,4898,450
PBANKA_1205400,3863,2156,653,467,883,214
PBANKA_1205500,675,534,185,119,450,50
PBANKA_1205600,371,239,132,123,414,56
PBANKA_1205700,280,168,68,12,258,3
PBANKA_1205800,1258,648,249,128,596,54
PBANKA_1205900,5914,1970,145,608,1754,481
PBANKA_1206000,17957,6227,1760,1268,5442,762
PBANKA_1206100,2721,1117,460,290,925,138
PBANKA_1206200,7115,2427,375,866,2392,545
PBANKA_1206300,13808,3475,150,964,4549,1068
PBANKA_1206400,954,876,264,190,507,135
PBANKA_1206500,516,305,97,44,181,29
PBANKA_1206600,7561,7198,1401,2599,7541,1260
PBANKA_1206700,2021,678,259,212,764,161
PBANKA_1206800,284,194,50,22,99,27
PBANKA_1206900,76326,43144,20847,20346,34962,11925
PBANKA_1207000,1749,916,296,296,619,198
PBANKA_1207100,2143,1565,495,377,1172,285
PBANKA_1207200,2256,1663,710,447,1449,279
PBANKA_1207300,561,317,147,78,305,56
PBANKA_1207400,1017,654,194,137,343,167
PBANKA_1207500,1935,597,173,74,281,50
PBANKA_1207600,579,226,75,73,192,71
PBANKA_1207700,1087,965,441,545,1654,196
PBANKA_1207800,1169,1070,298,245,551,317
PBANKA_1207900,1391,621,232,124,656,74
PBANKA_1208000,3353,1381,376,348,1007,274
PBANKA_1208100,658,160,62,50,230,46
PBANKA_1208200,22934,8104,363,1888,7588,2160
PBANKA_1208300,441,207,65,165,223,88
PBANKA_1208400,933,685,265,239,673,146
PBANKA_1208500,488,274,117,115,245,82
PBANKA_1208600,2165,746,272,222,871,154
PBANKA_1208700,1382,561,317,103,644,87
PBANKA_1208800,6288,4627,1318,240,567,53
PBANKA_1208900,4011,2701,931,101,239,29
PBANKA_1209000,2343,1635,596,723,1196,374
PBANKA_1209100,1355,1103,353,341,805,175
PBANKA_1209200,204,115,37,32,107,28
PBANKA_1209300,673,255,92,37,146,25
PBANKA_1209400,13748,9929,2664,729,5373,569
PBANKA_1209500,470,249,78,59,191,44
PBANKA_1209600,240,238,63,42,181,22
PBANKA_1209700,536,165,87,94,275,34
PBANKA_1209800,3338,2148,848,739,1551,355
PBANKA_1209900,3970,2695,1146,1427,2376,941
PBANKA_1210000,576,85,70,62,310,43
PBANKA_1210100,657,278,118,49,188,32
PBANKA_1210200,110615,46755,3402,10492,34207,8691
PBANKA_1210300,1920,1126,443,230,1242,159
PBANKA_1210400,2168,1042,418,253,846,127
PBANKA_1210500,390,277,86,39,163,40
PBANKA_1210600,1121,923,253,151,647,86
PBANKA_1210700,4558,3571,1063,1283,2678,686
PBANKA_1210800,3155,2507,2776,1334,7576,337
PBANKA_1210900,10516,6243,1818,1723,3767,1258
PBANKA_1211000,2646,1170,380,443,858,222
PBANKA_1211100,1982,611,166,159,471,74
PBANKA_1211200,630,279,67,109,266,75
PBANKA_1211300,1817,1031,550,212,1183,154
PBANKA_1211400,1064,560,195,142,394,109
PBANKA_1211500,1047,336,100,113,319,110
PBANKA_1211600,2427,1055,336,515,840,380
PBANKA_1211700,1483,428,206,137,451,94
PBANKA_1211800,1020,283,91,73,244,111
PBANKA_1211900,10471,4446,1442,1372,4252,1317
PBANKA_1212000,8109,2736,605,796,1985,733
PBANKA_1212100,69,29,11,5,37,8
PBANKA_1212200,376,458,122,70,229,48
PBANKA_1212300,2020,884,312,354,1253,301
PBANKA_1212400,321,336,85,86,205,71
PBANKA_1212500,1824,1101,270,273,802,181
PBANKA_1212600,3234,1809,458,166,339,92
PBANKA_1212700,20640,7549,307,1793,7829,1593
PBANKA_1212800,237,94,57,41,95,27
PBANKA_1212900,1264,361,117,122,400,94
PBANKA_1213000,22709,8726,1898,2640,8626,2253
PBANKA_1213100,2469,1603,358,387,903,293
PBANKA_1213200,3880,1829,639,224,676,99
PBANKA_1213300,23740,7147,1369,1923,7784,1429
PBANKA_1213400,574,198,73,71,230,52
PBANKA_1213500,422,211,72,69,269,45
PBANKA_1213600,4004,1953,597,820,1360,540
PBANKA_1213700,2007,1614,491,446,1154,275
PBANKA_1213800,736,293,108,87,300,67
PBANKA_1213900,842,383,156,70,302,43
PBANKA_1214000,3106,1920,724,834,1357,475
PBANKA_1214100,1420,666,191,170,492,193
PBANKA_1214200,6404,3272,1190,725,2387,395
PBANKA_1214300,20308,10733,4122,3186,5166,1868
PBANKA_1214400,10733,5711,1623,1189,4444,657
PBANKA_1214500,325,50,28,27,74,23
PBANKA_1214600,1467,545,174,146,400,130
PBANKA_1214700,20998,6608,1011,1748,6297,1483
PBANKA_1214800,6132,2450,624,279,2338,281
PBANKA_1214900,2535,1613,510,471,1143,338
PBANKA_1215000,370,293,97,36,180,39
PBANKA_1215100,561,328,81,71,208,66
PBANKA_1215200,542,308,108,56,143,40
PBANKA_1215300,642,137,68,63,210,70
PBANKA_1215400,5754,1871,509,714,1941,381
PBANKA_1215500,1660,1207,708,799,1957,400
PBANKA_1215600,5501,3355,1080,651,2308,490
PBANKA_1215700,2713,1360,491,124,924,108
PBANKA_1215800,3577,1457,1743,484,3681,431
PBANKA_1215900,4537,1530,471,301,694,228
PBANKA_1216000,320,199,63,40,139,24
PBANKA_1216100,508,217,87,38,264,41
PBANKA_1216200,865,328,142,132,412,51
PBANKA_1216300,3739,1632,435,433,1368,329
PBANKA_1216400,424,145,53,42,143,30
PBANKA_1216500,5774,3241,1766,1965,4136,721
PBANKA_1216600,2335,961,386,374,861,226
PBANKA_1216700,8259,2768,257,885,2596,722
PBANKA_1216800,12007,4648,171,1562,6512,845
PBANKA_1216900,1200,765,243,228,708,284
PBANKA_1217000,976,358,130,78,299,75
PBANKA_1217100,758,415,171,61,142,21
PBANKA_1217200,1235,611,151,126,546,125
PBANKA_1217300,535,294,251,225,946,95
PBANKA_1217400,599,291,83,117,260,85
PBANKA_1217500,909,661,188,76,394,71
PBANKA_1217600,4190,3646,4196,6350,11526,2250
PBANKA_1217700,10652,6657,2528,3028,6201,2139
PBANKA_1217800,2721,1610,525,292,1147,123
PBANKA_1217900,2153,1302,570,230,1888,121
PBANKA_1218000,16426,10053,2807,2612,6349,1959
PBANKA_1218100,1752,841,62,123,876,119
PBANKA_1218200,9505,4583,1279,1870,2819,1547
PBANKA_1218300,21150,11954,3214,2014,7707,1652
PBANKA_1218400,1261,854,247,137,593,85
PBANKA_1218500,10274,6705,1796,1846,3543,1062
PBANKA_1218600,1617,1036,316,163,721,135
PBANKA_1218700,828,203,93,120,304,74
PBANKA_1218800,3977,1227,463,395,1493,301
PBANKA_1218900,2582,1834,601,610,1377,469
PBANKA_1219000,2027,1263,476,564,1584,333
PBANKA_1219100,18716,11783,3267,1995,8008,1373
PBANKA_1219200,4068,3804,2052,3686,6972,1227
PBANKA_1219300,9144,2811,893,885,2225,581
PBANKA_1219400,294,120,60,38,148,32
PBANKA_1219500,3280,1356,655,331,998,172
PBANKA_1219600,1467,467,145,106,329,87
PBANKA_1219700,290,79,44,124,302,41
PBANKA_1219800,1291,346,69,146,453,127
PBANKA_1219900,4136,1555,558,460,1405,413
PBANKA_1220000,1008,405,143,71,383,39
PBANKA_1220100,1760,757,263,236,695,143
PBANKA_1220200,2293,891,302,517,672,122
PBANKA_1220300,1273,622,241,162,371,107
PBANKA_1220400,109,61,31,13,116,6
PBANKA_1220500,5828,1661,343,556,1379,445
PBANKA_1220600,4997,1421,421,712,2157,541
PBANKA_1220700,606,221,100,75,341,94
PBANKA_1220800,2151,952,79,248,750,168
PBANKA_1220900,1166,971,592,322,1550,189
PBANKA_1221000,342,107,74,73,127,35
PBANKA_1221100,544,506,243,144,251,44
PBANKA_1221200,2692,2447,629,830,1218,576
PBANKA_1221300,540,400,123,70,295,36
PBANKA_1221400,408,121,36,80,229,41
PBANKA_1221500,1577,911,312,255,1173,81
PBANKA_1221600,4682,2095,613,863,1675,482
PBANKA_1221700,295,183,57,55,137,37
PBANKA_1221800,975,333,133,129,336,132
PBANKA_1221900,438,248,175,205,675,83
PBANKA_1222000,717,375,140,57,284,44
PBANKA_1222100,2656,1233,327,527,912,427
PBANKA_1222200,442,281,104,82,440,60
PBANKA_1222300,879,334,189,181,923,96
PBANKA_1222400,3735,1998,633,433,993,195
PBANKA_1222500,9223,4846,1355,1053,2636,789
PBANKA_1222600,2467,713,274,382,753,245
PBANKA_1222700,1487,513,204,144,520,118
PBANKA_1222800,1836,1379,441,378,1079,156
PBANKA_1222900,3725,1631,443,413,1250,192
PBANKA_1223000,2107,509,94,235,455,154
PBANKA_1223100,2141,1429,630,323,1474,179
PBANKA_1223200,494,462,197,144,466,86
PBANKA_1223300,2009,1622,522,585,1164,365
PBANKA_1223400,1925,1156,580,505,1458,262
PBANKA_1223500,1681,539,185,209,880,108
PBANKA_1223600,1114,712,273,197,589,134
PBANKA_1223700,487,412,134,20,124,25
PBANKA_1223800,15467,6759,1516,1746,4758,835
PBANKA_1223900,150,101,47,35,82,20
PBANKA_1224000,1598,588,213,373,697,183
PBANKA_1224100,2152,855,296,235,683,89
PBANKA_1224200,5318,2453,713,1008,1646,622
PBANKA_1224300,44,36,9,17,31,11
PBANKA_1224400,3348,1613,113,608,1645,515
PBANKA_1224500,5396,2242,797,808,2129,390
PBANKA_1224600,812,338,102,42,226,20
PBANKA_1224700,2819,988,342,171,475,75
PBANKA_1224800,605,246,79,59,173,43
PBANKA_1224900,7477,3094,914,488,2326,292
PBANKA_1225000,6025,2251,563,897,2210,548
PBANKA_1225100,4318,1517,420,373,1173,346
PBANKA_1225200,87,24,14,9,31,8
PBANKA_1225300,20097,6379,1673,1736,5990,2313
PBANKA_1225400,505,240,102,143,375,66
PBANKA_1225500,60112,28980,7698,4692,20869,3229
PBANKA_1225600,1762,1661,524,862,1539,404
PBANKA_1225700,3038,1676,441,416,1051,360
PBANKA_1225800,2133,1426,464,202,872,106
PBANKA_1225900,95564,29722,3277,5893,31808,4129
PBANKA_1226000,576,509,133,110,275,88
PBANKA_1226100,23533,4945,262,1153,5793,1043
PBANKA_1226200,766,318,141,89,320,73
PBANKA_1226300,1094,424,151,175,398,132
PBANKA_1226400,2016,1164,405,276,1081,184
PBANKA_1226450,3,0,1,0,0,1
PBANKA_1226470,25,15,10,9,74,4
PBANKA_1226500,1183,577,245,211,366,108
PBANKA_1226600,3277,1656,587,461,866,532
PBANKA_1226700,2389,769,291,758,1514,306
PBANKA_1226800,7184,2615,518,1049,1999,578
PBANKA_1226900,1097,807,217,272,503,211
PBANKA_1227000,4052,1481,473,365,1216,221
PBANKA_1227100,2189,924,283,130,923,117
PBANKA_1227200,2592,1101,340,206,897,218
PBANKA_1227300,378,242,90,98,294,56
PBANKA_1227400,6931,3218,1090,592,2214,575
PBANKA_1227500,1784,677,197,139,513,102
PBANKA_1227600,1426,1057,367,310,1368,225
PBANKA_1227700,952,483,184,197,434,89
PBANKA_1227800,1744,955,314,287,759,147
PBANKA_1227900,1551,612,197,239,510,163
PBANKA_1228000,1273,1136,332,122,782,96
PBANKA_1228100,26033,8141,492,3072,9420,2377
PBANKA_1228200,6966,2841,638,844,2312,609
PBANKA_1228300,70556,15117,426,2012,16535,2419
PBANKA_1228400,2616,1005,412,266,910,257
PBANKA_1228500,6342,1990,370,526,1929,351
PBANKA_1228600,867,643,302,184,625,86
PBANKA_1228700,1476,661,224,158,548,129
PBANKA_1228800,379,305,77,74,167,45
PBANKA_1228900,11029,10535,3198,4554,7793,2336
PBANKA_1229000,4072,1382,128,659,1104,233
PBANKA_1229100,648,319,134,91,315,50
PBANKA_1229200,5242,2971,1148,721,2511,526
PBANKA_1229300,885,184,65,86,296,91
PBANKA_1229400,354,161,61,119,223,80
PBANKA_1229500,1567,1026,321,146,547,82
PBANKA_1229600,2903,1198,446,249,894,221
PBANKA_1229700,252,226,90,20,156,15
PBANKA_1229800,1986,1173,328,440,800,306
PBANKA_1229900,16484,11274,3492,2459,8125,2030
PBANKA_1230000,425,197,65,135,226,47
PBANKA_1230100,20281,5232,234,824,4824,702
PBANKA_1230200,6246,2674,703,901,1733,275
PBANKA_1230300,2273,990,257,423,770,336
PBANKA_1230500,2002,1707,546,670,1359,474
PBANKA_1230600,608,231,88,58,227,47
PBANKA_1230700,653,329,132,83,297,65
PBANKA_1230800,328,218,71,51,160,34
PBANKA_1230900,268,128,36,58,147,50
PBANKA_1231000,2975,2572,1847,3121,4700,1421
PBANKA_1231100,1176,572,218,159,473,106
PBANKA_1231200,1027,383,165,129,473,129
PBANKA_1231300,45673,42251,15193,10155,40920,7757
PBANKA_1231400,3191,1303,386,379,1285,257
PBANKA_1231500,11163,5177,221,1510,4839,1003
PBANKA_1231600,14307,5334,863,1348,5069,1004
PBANKA_1231700,7330,5162,2435,3577,6075,2138
PBANKA_1231800,5229,4458,1729,1689,5056,1186
PBANKA_1231900,148,91,47,83,223,29
PBANKA_1232000,631,328,88,90,266,89
PBANKA_1232100,3218,1557,526,1115,1162,592
PBANKA_1232200,21482,6825,2170,1514,3479,1286
PBANKA_1232300,3708,1769,456,432,1457,377
PBANKA_1232400,858,282,117,102,402,38
PBANKA_1232500,7629,3648,901,702,2558,509
PBANKA_1232600,5148,4277,1296,1589,3900,537
PBANKA_1232700,592,372,177,78,284,31
PBANKA_1232800,699,590,239,158,630,80
PBANKA_1232900,2677,1125,328,584,1219,274
PBANKA_1233000,1008,384,150,48,517,29
PBANKA_1233100,2244,1306,484,480,877,311
PBANKA_1233200,3917,2652,804,407,2377,285
PBANKA_1233300,3437,1617,444,579,1053,523
PBANKA_1233400,9661,4230,1439,813,3324,1016
PBANKA_1233500,23216,8115,968,1775,5121,1381
PBANKA_1233600,34646,37968,16254,26052,93971,9921
PBANKA_1233700,1029,1065,394,816,1752,248
PBANKA_1233800,638,351,141,100,341,57
PBANKA_1233900,1027,727,269,334,717,135
PBANKA_1234000,4671,5389,4952,6422,13263,2965
PBANKA_1234100,2173,1286,426,353,1032,249
PBANKA_1234200,5679,3056,778,1068,2151,639
PBANKA_1234300,4952,1886,486,613,2137,432
PBANKA_1234400,1165,396,162,101,584,67
PBANKA_1234500,5196,2812,820,574,1823,374
PBANKA_1234600,3800,1333,319,387,1125,824
PBANKA_1234700,322,132,57,51,133,32
PBANKA_1234800,7072,4954,1489,1680,4607,1112
PBANKA_1234900,2872,1390,501,385,1169,275
PBANKA_1235000,1166,617,200,128,449,67
PBANKA_1235100,714,420,142,114,461,54
PBANKA_1235200,1026,507,208,132,460,87
PBANKA_1235300,875,673,293,281,546,162
PBANKA_1235400,671,301,117,153,324,123
PBANKA_1235500,984,458,139,132,500,97
PBANKA_1235600,4614,2541,1400,934,2255,429
PBANKA_1235700,636,187,89,91,326,181
PBANKA_1235800,129,50,40,32,109,26
PBANKA_1235900,1189,554,201,241,662,260
PBANKA_1236000,116,55,20,21,49,21
PBANKA_1236100,132,72,27,34,78,32
PBANKA_1236200,323,200,63,54,156,28
PBANKA_1236300,1064,415,156,168,385,175
PBANKA_1236400,1108,672,254,185,534,104
PBANKA_1236600,9991,4145,197,452,2170,422
PBANKA_1236700,275,156,61,50,448,31
PBANKA_1236800,3561,1499,475,296,1309,244
PBANKA_1236900,2640,2421,844,445,2290,222
PBANKA_1237000,2345,1809,658,697,1493,1803
PBANKA_1237100,53037,10345,480,2058,13696,2559
PBANKA_1237200,1477,1554,431,609,986,589
PBANKA_1237300,1565,835,265,184,503,79
PBANKA_1237400,156,54,21,17,40,10
PBANKA_1237500,283,94,15,15,90,19
PBANKA_1237600,50651,16680,1064,4031,15035,1761
PBANKA_1237800,46773,20167,5662,5053,15237,4817
PBANKA_1237900,3533,2219,741,555,1973,434
PBANKA_1238000,613,285,98,91,270,75
PBANKA_1238100,4848,3094,2520,2077,9020,689
PBANKA_1238200,9390,5776,1773,2489,4665,1658
PBANKA_1238300,1618,1007,361,164,784,167
PBANKA_1238400,2455,1819,695,291,1075,236
PBANKA_1238500,1502,733,206,208,839,346
PBANKA_1238600,2456,1158,438,327,883,148
PBANKA_1238700,1124,983,397,357,1305,173
PBANKA_1238800,19282,6743,1986,2282,5337,1529
PBANKA_1238900,2080,860,334,222,990,170
PBANKA_1239000,47431,32310,8691,4305,37539,1765
PBANKA_1239100,775,319,148,94,335,61
PBANKA_1239200,594,338,123,153,254,97
PBANKA_1239300,128,37,29,18,48,15
PBANKA_1239400,1895,1199,420,217,994,98
PBANKA_1239500,579,388,94,152,265,111
PBANKA_1239600,1015,219,105,109,377,88
PBANKA_1239700,753,414,126,133,434,209
PBANKA_1239800,2698,1347,400,468,1063,353
PBANKA_1239900,7127,3761,1310,1321,2699,804
PBANKA_1240000,3165,1329,415,445,1048,334
PBANKA_1240100,19713,8223,3042,1914,6914,1784
PBANKA_1240200,1116,599,181,246,562,178
PBANKA_1240300,240,87,47,45,128,41
PBANKA_1240400,394,273,91,72,225,34
PBANKA_1240500,194,187,63,66,109,38
PBANKA_1240600,7034,6855,1502,1348,3674,974
PBANKA_1240700,2848,2488,583,646,1340,457
PBANKA_1240800,266,50,20,39,89,20
PBANKA_1240900,117,35,10,25,54,14
PBANKA_1241000,1762,1132,389,525,771,333
PBANKA_1241100,3772,2947,838,542,1882,294
PBANKA_1241200,703,184,106,67,179,40
PBANKA_1241300,5442,2381,609,943,1910,635
PBANKA_1241400,138,96,13,41,98,17
PBANKA_1241500,1123,483,198,116,400,80
PBANKA_1241600,205,78,38,27,127,21
PBANKA_1241700,972,916,390,385,1605,180
PBANKA_1241800,15842,9049,1849,2406,4032,1621
PBANKA_1241900,1766,1760,996,840,1976,427
PBANKA_1242000,2432,1177,364,173,882,138
PBANKA_1242100,3044,4095,1504,1225,4771,524
PBANKA_1242200,523,314,101,129,211,71
PBANKA_1242300,6478,5595,1900,1870,3224,1061
